top_category,top_material,top_color,top_color_code,bottom_category,bottom_material,bottom_color,bottom_color_code,shoes_category,shoes_material,shoes_color,shoes_color_code,style,temperature,weather_condition,score
Blouse,Denim,"[217, 71, 171]",126.05,Sweatpants,Polyester,"[87, 161, 32]",124.17,Sneakers,Knit,"[206, 67, 118]",114.38,Bohemian,9,Windy,5.0
Sweater,Silk,"[209, 88, 95]",124.98,Jeans,Polyester,"[108, 46, 141]",75.37,Heels,Velvet,"[183, 181, 10]",162.1,Bohemian,21,Cloudy,5.0
Hoodie,Nylon,"[56, 73, 6]",60.28,Jeans,Leather,"[64, 51, 157]",66.97,Loafers,Leather,"[212, 214, 51]",194.82,Minimalist,12,Snowy,1.5
T-shirt,Fleece,"[229, 35, 25]",91.87,Chinos,Nylon,"[156, 203, 97]",176.86,Loafers,Suede,"[152, 84, 239]",122.0,Formal,30,Sunny,3.0
Cardigan,Denim,"[165, 87, 241]",127.88,Leggings,Polyester,"[227, 98, 53]",131.44,Heels,Synthetic,"[16, 31, 218]",47.83,Bohemian,28,Windy,5.0
Cardigan,Cotton,"[147, 190, 183]",176.34,Culottes,Linen,"[125, 5, 158]",58.32,Espadrilles,Velvet,"[49, 183, 163]",140.65,Business Casual,35,Sunny,5.0
Polo,Denim,"[67, 158, 66]",120.3,Jeans,Wool,"[202, 27, 69]",84.11,Boots,Leather,"[250, 219, 121]",217.1,Business Casual,16,Sunny,5.0
T-shirt,Denim,"[120, 156, 74]",135.89,Cargo Pants,Linen,"[242, 203, 4]",191.97,Running Shoes,Leather,"[239, 26, 200]",109.52,Sporty,26,Sunny,2.5
Cardigan,Leather,"[217, 132, 7]",143.16,Culottes,Linen,"[65, 151, 189]",129.62,Sneakers,Suede,"[3, 120, 146]",87.98,Vintage,33,Rainy,5.0
Polo,Leather,"[252, 137, 6]",156.45,Cargo Pants,Denim,"[181, 189, 114]",178.06,Sneakers,Canvas,"[146, 61, 193]",101.46,Elegant,14,Cloudy,3.0
Sweater,Polyester,"[26, 185, 84]",125.94,Sweatpants,Polyester,"[196, 211, 78]",191.35,Running Shoes,Leather,"[222, 125, 104]",151.61,Minimalist,3,Rainy,6.5
Coat,Linen,"[97, 144, 108]",125.84,Sweatpants,Fleece,"[127, 135, 158]",135.23,Sneakers,Velvet,"[20, 46, 59]",39.71,Elegant,18,Sunny,3.0
Cardigan,Leather,"[217, 21, 93]",87.81,Trousers,Wool,"[247, 97, 177]",150.97,Sandals,Denim,"[179, 171, 230]",180.12,Streetwear,34,Windy,5.0
Tunic,Fleece,"[1, 26, 254]",44.52,Shorts,Cotton,"[122, 37, 67]",65.84,Sandals,Knit,"[158, 35, 67]",75.42,Casual,30,Snowy,1.5
Jacket,Wool,"[183, 217, 219]",207.06,Cargo Pants,Wool,"[122, 209, 237]",186.18,Espadrilles,Wool,"[13, 60, 115]",52.22,Casual,-5,Rainy,6.0
Cardigan,Silk,"[145, 89, 207]",119.2,Jeans,Denim,"[122, 218, 85]",174.13,Heels,Knit,"[182, 243, 132]",212.11,Vintage,12,Rainy,5.0
Tunic,Silk,"[137, 239, 129]",195.96,Leggings,Fleece,"[150, 224, 161]",194.69,Loafers,Leather,"[204, 43, 118]",99.69,Formal,32,Cloudy,5.0
Blouse,Polyester,"[154, 16, 69]",63.3,Shorts,Velvet,"[12, 183, 60]",117.85,Loafers,Leather,"[152, 42, 157]",88.0,Minimalist,18,Windy,5.0
Sweater,Wool,"[234, 25, 126]",99.0,Jeans,Silk,"[180, 224, 12]",186.68,Loafers,Canvas,"[115, 239, 122]",188.59,Preppy,12,Snowy,3.0
Tank Top,Denim,"[151, 92, 80]",108.27,Shorts,Silk,"[231, 130, 11]",146.63,Moccasins,Velvet,"[182, 95, 23]",112.8,Business Casual,-2,Rainy,2.5
Coat,Linen,"[149, 155, 141]",151.61,Culottes,Cotton,"[217, 173, 134]",181.71,Sneakers,Denim,"[127, 170, 76]",146.43,Streetwear,10,Windy,5.0
Polo,Leather,"[33, 47, 81]",46.69,Jeans,Linen,"[236, 43, 45]",100.93,Boots,Mesh,"[220, 78, 157]",129.46,Vintage,0,Sunny,6.0
Hoodie,Cotton,"[102, 223, 124]",175.53,Skirt,Nylon,"[95, 220, 25]",160.39,Running Shoes,Wool,"[249, 123, 211]",170.71,Vintage,9,Sunny,5.0
T-shirt,Nylon,"[197, 9, 188]",85.62,Trousers,Nylon,"[87, 8, 138]",46.44,Flip-Flops,Mesh,"[127, 5, 93]",51.51,Streetwear,0,Snowy,1.0
Cardigan,Velvet,"[136, 36, 63]",68.98,Trousers,Linen,"[187, 249, 98]",213.25,Flip-Flops,Velvet,"[179, 38, 110]",88.37,Casual,34,Snowy,1.5
Sweater,Linen,"[188, 227, 84]",199.04,Chinos,Linen,"[148, 27, 3]",60.44,Espadrilles,Synthetic,"[112, 49, 89]",72.4,Bohemian,-5,Sunny,6.5
T-shirt,Linen,"[248, 84, 106]",135.54,Trousers,Cotton,"[50, 228, 95]",159.62,Running Shoes,Suede,"[133, 167, 76]",146.46,Bohemian,3,Cloudy,2.5
Tunic,Linen,"[131, 91, 61]",99.54,Chinos,Nylon,"[6, 158, 129]",109.25,Moccasins,Synthetic,"[5, 141, 77]",93.04,Vintage,9,Rainy,5.0
Cardigan,Fleece,"[93, 140, 215]",134.5,Joggers,Wool,"[230, 72, 211]",135.09,Oxfords,Rubber,"[183, 241, 156]",213.97,Minimalist,26,Sunny,5.0
Tank Top,Cotton,"[154, 34, 72]",74.21,Jeans,Leather,"[199, 181, 60]",172.59,Boots,Velvet,"[76, 0, 13]",24.21,Preppy,4,Sunny,3.5
Tank Top,Leather,"[218, 192, 165]",196.7,Trousers,Linen,"[131, 136, 112]",131.77,Espadrilles,Canvas,"[127, 236, 149]",193.49,Bohemian,16,Sunny,5.0
Blouse,Denim,"[26, 252, 206]",179.18,Sweatpants,Cotton,"[9, 77, 137]",63.51,Heels,Leather,"[234, 31, 28]",91.35,Elegant,31,Windy,2.5
Hoodie,Linen,"[136, 136, 19]",122.66,Leggings,Leather,"[38, 192, 11]",125.32,Boots,Wool,"[40, 208, 84]",143.63,Preppy,7,Cloudy,5.0
Jacket,Wool,"[186, 193, 188]",190.34,Jeans,Silk,"[56, 33, 102]",47.74,Sandals,Denim,"[20, 9, 1]",11.38,Casual,13,Cloudy,5.0
Coat,Cotton,"[96, 31, 94]",57.62,Skirt,Linen,"[53, 101, 14]",76.73,Boots,Denim,"[116, 250, 10]",182.57,Minimalist,5,Windy,5.0
Polo,Silk,"[142, 212, 60]",173.74,Skirt,Cotton,"[204, 122, 241]",160.08,Sandals,Canvas,"[54, 196, 41]",135.87,Preppy,1,Rainy,1.0
Cardigan,Polyester,"[127, 216, 153]",182.21,Skirt,Leather,"[12, 27, 43]",24.34,Heels,Suede,"[227, 26, 83]",92.6,Vintage,0,Rainy,2.5
Polo,Linen,"[131, 74, 88]",92.64,Trousers,Fleece,"[77, 182, 64]",137.15,Oxfords,Synthetic,"[157, 129, 145]",139.2,Business Casual,5,Snowy,1.5
Tunic,Silk,"[237, 169, 45]",175.2,Leggings,Silk,"[163, 45, 84]",84.73,Loafers,Denim,"[244, 49, 219]",126.69,Preppy,7,Sunny,5.0
Blouse,Linen,"[228, 52, 106]",110.78,Cargo Pants,Velvet,"[75, 245, 141]",182.31,Flip-Flops,Denim,"[22, 198, 5]",123.37,Formal,11,Snowy,1.0
Tank Top,Velvet,"[135, 76, 141]",101.05,Leggings,Cotton,"[37, 177, 198]",137.53,Loafers,Suede,"[224, 61, 198]",125.35,Bohemian,30,Rainy,5.0
T-shirt,Cotton,"[235, 194, 19]",186.31,Sweatpants,Denim,"[153, 47, 32]",76.98,Oxfords,Canvas,"[171, 5, 203]",77.21,Elegant,8,Cloudy,3.0
Hoodie,Denim,"[170, 144, 141]",151.43,Culottes,Nylon,"[237, 108, 233]",160.82,Oxfords,Canvas,"[41, 137, 162]",111.15,Streetwear,17,Snowy,1.0
Cardigan,Wool,"[189, 14, 14]",66.33,Cargo Pants,Wool,"[121, 27, 204]",75.28,Loafers,Suede,"[67, 218, 49]",153.59,Bohemian,26,Rainy,2.5
Polo,Leather,"[98, 29, 174]",66.16,Joggers,Silk,"[176, 215, 156]",196.61,Flip-Flops,Mesh,"[0, 212, 0]",124.44,Elegant,0,Snowy,1.0
Coat,Nylon,"[154, 253, 180]",215.08,Shorts,Leather,"[97, 245, 165]",191.63,Sneakers,Suede,"[22, 148, 4]",93.91,Formal,-5,Sunny,2.0
Hoodie,Polyester,"[195, 242, 222]",225.67,Trousers,Silk,"[145, 68, 222]",108.58,Flip-Flops,Velvet,"[210, 72, 101]",116.57,Formal,-3,Rainy,1.0
Tank Top,Nylon,"[191, 136, 136]",152.44,Jeans,Silk,"[41, 21, 48]",30.06,Flip-Flops,Mesh,"[53, 22, 218]",53.61,Minimalist,10,Windy,5.0
Tank Top,Leather,"[248, 198, 24]",193.11,Chinos,Leather,"[77, 170, 89]",132.96,Heels,Denim,"[12, 33, 10]",24.1,Bohemian,29,Windy,5.0
Jacket,Polyester,"[81, 13, 190]",53.51,Leggings,Wool,"[211, 22, 35]",79.99,Oxfords,Velvet,"[117, 34, 219]",79.91,Casual,33,Sunny,5.0
Blouse,Cotton,"[153, 179, 231]",177.15,Culottes,Velvet,"[92, 15, 42]",41.1,Sandals,Leather,"[15, 35, 218]",49.88,Sporty,1,Cloudy,5.0
Sweater,Polyester,"[14, 98, 209]",85.54,Skirt,Cotton,"[24, 155, 224]",123.7,Espadrilles,Canvas,"[30, 93, 220]",88.64,Elegant,-1,Rainy,4.0
Tunic,Silk,"[127, 54, 54]",75.83,Cargo Pants,Linen,"[185, 36, 251]",105.06,Boots,Velvet,"[15, 122, 53]",82.14,Streetwear,30,Cloudy,1.0
T-shirt,Fleece,"[219, 82, 122]",127.52,Culottes,Leather,"[209, 64, 66]",107.58,Sandals,Synthetic,"[202, 121, 4]",131.88,Business Casual,31,Rainy,3.0
Tank Top,Silk,"[200, 54, 115]",104.61,Shorts,Wool,"[116, 194, 29]",151.87,Moccasins,Velvet,"[190, 68, 132]",111.77,Business Casual,25,Snowy,1.5
Jacket,Linen,"[123, 246, 6]",181.86,Shorts,Wool,"[77, 100, 161]",100.08,Heels,Rubber,"[204, 242, 41]",207.72,Casual,3,Sunny,2.5
Hoodie,Polyester,"[86, 50, 164]",73.76,Skirt,Nylon,"[66, 57, 122]",67.1,Sandals,Denim,"[197, 56, 130]",106.59,Elegant,14,Snowy,1.0
T-shirt,Fleece,"[54, 105, 202]",100.81,Leggings,Fleece,"[39, 48, 249]",68.22,Oxfords,Synthetic,"[242, 37, 113]",106.96,Vintage,35,Snowy,1.5
Tank Top,Wool,"[97, 45, 45]",60.55,Leggings,Denim,"[224, 178, 211]",195.52,Boots,Denim,"[202, 109, 168]",143.53,Formal,27,Rainy,3.5
Tank Top,Fleece,"[110, 182, 254]",168.68,Shorts,Nylon,"[98, 131, 188]",127.63,Boots,Suede,"[129, 244, 137]",197.42,Bohemian,9,Snowy,3.5
Polo,Silk,"[43, 14, 152]",38.4,Sweatpants,Silk,"[149, 241, 188]",207.45,Sneakers,Wool,"[184, 249, 55]",207.45,Minimalist,26,Cloudy,2.5
Tunic,Cotton,"[254, 7, 178]",100.35,Jeans,Velvet,"[189, 80, 254]",132.43,Sandals,Mesh,"[127, 151, 56]",132.99,Elegant,26,Snowy,1.5
Jacket,Wool,"[254, 118, 102]",156.84,Culottes,Cotton,"[38, 241, 134]",168.1,Flip-Flops,Rubber,"[63, 164, 140]",131.06,Sporty,24,Snowy,1.5
Cardigan,Denim,"[209, 152, 176]",171.78,Jeans,Wool,"[129, 179, 4]",144.1,Loafers,Knit,"[54, 4, 102]",30.12,Sporty,22,Windy,3.0
Blouse,Silk,"[50, 187, 127]",139.2,Cargo Pants,Silk,"[100, 162, 42]",129.78,Moccasins,Mesh,"[168, 90, 9]",104.09,Business Casual,26,Windy,2.5
T-shirt,Silk,"[207, 0, 85]",71.58,Cargo Pants,Cotton,"[60, 107, 5]",81.32,Flip-Flops,Wool,"[63, 58, 222]",78.19,Formal,18,Sunny,3.0
Blouse,Nylon,"[58, 183, 100]",136.16,Chinos,Linen,"[56, 57, 231]",76.54,Espadrilles,Canvas,"[102, 31, 244]",76.51,Vintage,2,Sunny,5.0
Hoodie,Nylon,"[248, 75, 36]",122.28,Chinos,Leather,"[117, 162, 172]",149.69,Boots,Denim,"[106, 131, 40]",113.15,Sporty,22,Windy,5.0
Cardigan,Wool,"[224, 26, 205]",105.61,Jeans,Fleece,"[2, 225, 241]",160.15,Running Shoes,Knit,"[88, 136, 217]",130.88,Minimalist,27,Cloudy,5.0
Sweater,Leather,"[25, 160, 83]",110.86,Joggers,Wool,"[97, 159, 253]",151.18,Oxfords,Denim,"[253, 247, 173]",240.36,Vintage,-3,Snowy,4.5
Hoodie,Polyester,"[124, 107, 52]",105.81,Shorts,Cotton,"[55, 56, 147]",66.08,Loafers,Rubber,"[188, 241, 42]",202.47,Casual,18,Rainy,5.0
Tank Top,Nylon,"[23, 47, 58]",41.08,Jeans,Denim,"[156, 235, 25]",187.44,Espadrilles,Wool,"[238, 237, 238]",237.41,Bohemian,25,Sunny,5.0
T-shirt,Velvet,"[4, 240, 149]",159.06,Jeans,Velvet,"[222, 147, 229]",178.77,Boots,Rubber,"[6, 61, 97]",48.66,Preppy,21,Windy,5.0
Sweater,Fleece,"[91, 78, 40]",77.55,Cargo Pants,Linen,"[33, 41, 111]",46.59,Espadrilles,Wool,"[137, 240, 9]",182.87,Streetwear,8,Sunny,5.0
T-shirt,Silk,"[137, 8, 238]",72.79,Skirt,Cotton,"[35, 113, 132]",91.84,Espadrilles,Denim,"[19, 190, 166]",136.13,Sporty,-2,Rainy,2.5
Hoodie,Nylon,"[2, 126, 227]",100.44,Chinos,Denim,"[219, 32, 1]",84.38,Boots,Leather,"[206, 237, 84]",210.29,Streetwear,0,Cloudy,7.5
Coat,Cotton,"[203, 235, 68]",206.39,Jeans,Denim,"[254, 10, 101]",93.33,Sneakers,Synthetic,"[45, 131, 250]",118.85,Vintage,30,Snowy,1.0
Hoodie,Silk,"[217, 88, 40]",121.1,Skirt,Linen,"[219, 127, 255]",169.1,Moccasins,Denim,"[161, 202, 30]",170.13,Business Casual,3,Snowy,1.0
Coat,Velvet,"[89, 120, 212]",121.22,Shorts,Wool,"[113, 98, 239]",118.56,Loafers,Canvas,"[25, 3, 47]",14.59,Vintage,32,Rainy,3.5
Sweater,Linen,"[97, 148, 210]",139.82,Sweatpants,Nylon,"[30, 16, 131]",33.3,Sneakers,Synthetic,"[116, 42, 199]",82.02,Casual,-1,Snowy,4.5
Hoodie,Fleece,"[228, 117, 84]",146.43,Trousers,Cotton,"[112, 21, 142]",62.0,Sneakers,Wool,"[119, 231, 176]",191.24,Sporty,16,Windy,5.0
Hoodie,Silk,"[39, 244, 168]",174.04,Shorts,Polyester,"[251, 251, 155]",240.06,Moccasins,Synthetic,"[129, 158, 176]",151.38,Formal,14,Cloudy,3.0
Tunic,Velvet,"[178, 199, 25]",172.88,Jeans,Linen,"[67, 198, 212]",160.43,Heels,Knit,"[6, 203, 201]",143.87,Business Casual,31,Snowy,1.5
Sweater,Cotton,"[248, 24, 125]",102.49,Trousers,Polyester,"[169, 221, 111]",192.91,Espadrilles,Wool,"[215, 148, 237]",178.18,Bohemian,1,Sunny,6.5
Tunic,Polyester,"[189, 113, 63]",130.02,Joggers,Leather,"[1, 95, 37]",60.28,Espadrilles,Synthetic,"[249, 231, 83]",219.51,Streetwear,15,Rainy,5.0
Tank Top,Leather,"[149, 84, 14]",95.45,Skirt,Silk,"[95, 115, 170]",115.29,Loafers,Wool,"[192, 154, 186]",169.01,Vintage,6,Windy,5.0
Tunic,Leather,"[229, 175, 114]",184.19,Culottes,Velvet,"[29, 151, 51]",103.12,Sneakers,Synthetic,"[221, 224, 111]",210.22,Elegant,28,Rainy,3.0
Polo,Linen,"[130, 229, 38]",177.62,Leggings,Denim,"[125, 126, 96]",122.28,Sandals,Velvet,"[133, 148, 160]",144.88,Minimalist,-5,Rainy,3.0
Cardigan,Cotton,"[203, 194, 206]",198.06,Cargo Pants,Nylon,"[1, 60, 227]",61.4,Oxfords,Leather,"[146, 209, 121]",180.13,Casual,21,Rainy,5.0
T-shirt,Leather,"[225, 160, 187]",182.51,Joggers,Fleece,"[82, 94, 238]",106.83,Espadrilles,Wool,"[153, 146, 176]",151.51,Streetwear,30,Sunny,5.0
Tank Top,Denim,"[127, 152, 167]",146.23,Joggers,Leather,"[232, 246, 245]",241.7,Moccasins,Rubber,"[242, 46, 46]",104.6,Streetwear,9,Sunny,5.0
Polo,Silk,"[243, 89, 91]",135.27,Skirt,Fleece,"[203, 199, 194]",199.63,Flip-Flops,Leather,"[99, 55, 198]",84.46,Minimalist,0,Rainy,1.0
Tunic,Linen,"[174, 109, 153]",133.45,Culottes,Wool,"[38, 185, 153]",137.4,Sneakers,Knit,"[131, 101, 238]",125.59,Minimalist,17,Snowy,1.5
Sweater,Denim,"[195, 51, 91]",98.62,Cargo Pants,Leather,"[21, 114, 192]",95.08,Oxfords,Rubber,"[198, 175, 170]",181.31,Business Casual,20,Rainy,5.0
Sweater,Fleece,"[140, 216, 65]",176.06,Cargo Pants,Leather,"[179, 104, 4]",115.02,Sandals,Leather,"[96, 124, 61]",108.45,Casual,28,Sunny,2.5
Polo,Leather,"[165, 245, 28]",196.34,Chinos,Wool,"[82, 229, 3]",159.28,Boots,Canvas,"[236, 3, 113]",85.21,Preppy,20,Sunny,5.0
Polo,Polyester,"[34, 16, 7]",20.36,Cargo Pants,Cotton,"[116, 240, 250]",204.06,Running Shoes,Velvet,"[166, 194, 126]",177.88,Vintage,1,Rainy,5.0
Blouse,Nylon,"[47, 89, 16]",68.12,Sweatpants,Silk,"[55, 196, 234]",158.17,Heels,Knit,"[1, 226, 20]",135.24,Sporty,21,Snowy,1.5
Coat,Velvet,"[246, 170, 54]",179.5,Culottes,Nylon,"[159, 148, 131]",149.35,Espadrilles,Leather,"[188, 213, 129]",195.95,Streetwear,3,Cloudy,6.5
Hoodie,Nylon,"[27, 156, 30]",103.06,Jeans,Denim,"[183, 155, 212]",169.87,Moccasins,Leather,"[246, 232, 1]",209.85,Preppy,21,Snowy,1.5
Coat,Nylon,"[138, 20, 34]",56.88,Sweatpants,Silk,"[78, 135, 34]",106.44,Flip-Flops,Synthetic,"[225, 2, 179]",88.86,Streetwear,32,Sunny,2.5
Polo,Denim,"[232, 30, 34]",90.85,Jeans,Fleece,"[178, 174, 101]",166.87,Oxfords,Velvet,"[88, 221, 249]",184.42,Business Casual,17,Sunny,5.0
Cardigan,Polyester,"[109, 24, 13]",48.16,Culottes,Cotton,"[223, 244, 228]",235.9,Sandals,Denim,"[26, 179, 101]",124.36,Minimalist,19,Snowy,1.5
Hoodie,Leather,"[214, 11, 99]",81.73,Cargo Pants,Leather,"[0, 41, 236]",50.97,Heels,Rubber,"[191, 236, 3]",195.98,Streetwear,5,Snowy,1.5
Polo,Nylon,"[142, 187, 233]",178.79,Shorts,Fleece,"[162, 128, 156]",141.36,Moccasins,Wool,"[193, 212, 90]",192.41,Formal,17,Sunny,5.0
T-shirt,Cotton,"[41, 211, 38]",140.45,Shorts,Denim,"[58, 27, 139]",49.04,Flip-Flops,Rubber,"[211, 153, 133]",168.06,Bohemian,3,Windy,1.0
Sweater,Polyester,"[250, 118, 52]",149.94,Shorts,Cotton,"[150, 179, 38]",154.25,Flip-Flops,Wool,"[233, 31, 159]",105.99,Elegant,17,Windy,3.0
Tunic,Velvet,"[69, 207, 219]",167.11,Cargo Pants,Fleece,"[203, 189, 77]",180.42,Heels,Rubber,"[21, 73, 254]",78.09,Elegant,14,Snowy,1.5
Coat,Wool,"[205, 91, 27]",117.79,Skirt,Leather,"[28, 163, 84]",113.63,Flip-Flops,Mesh,"[33, 120, 126]",94.67,Streetwear,11,Rainy,4.0
Jacket,Nylon,"[48, 7, 173]",38.18,Skirt,Polyester,"[127, 40, 89]",71.6,Sneakers,Rubber,"[206, 244, 241]",232.3,Vintage,14,Snowy,1.5
Tank Top,Silk,"[222, 57, 57]",106.33,Trousers,Linen,"[10, 3, 255]",33.82,Espadrilles,Denim,"[201, 170, 190]",181.55,Preppy,30,Snowy,1.5
Coat,Fleece,"[179, 125, 64]",134.19,Shorts,Polyester,"[217, 70, 154]",123.53,Sandals,Leather,"[244, 112, 127]",153.18,Business Casual,-2,Windy,4.0
Blouse,Denim,"[229, 149, 228]",181.93,Cargo Pants,Fleece,"[11, 92, 67]",64.93,Boots,Velvet,"[247, 160, 5]",168.34,Vintage,31,Rainy,1.0
T-shirt,Fleece,"[133, 76, 97]",95.44,Sweatpants,Nylon,"[83, 13, 114]",45.44,Sneakers,Denim,"[199, 6, 191]",84.8,Business Casual,26,Cloudy,2.5
T-shirt,Denim,"[238, 245, 190]",236.64,Leggings,Wool,"[153, 107, 110]",121.1,Heels,Velvet,"[254, 104, 125]",151.24,Sporty,19,Rainy,5.0
Polo,Silk,"[168, 103, 6]",111.38,Sweatpants,Polyester,"[42, 192, 250]",153.76,Moccasins,Rubber,"[54, 192, 197]",151.31,Casual,30,Cloudy,2.5
T-shirt,Fleece,"[233, 167, 252]",196.42,Cargo Pants,Denim,"[65, 38, 35]",45.73,Heels,Wool,"[187, 255, 158]",223.61,Sporty,15,Snowy,1.5
Hoodie,Nylon,"[101, 53, 192]",83.2,Jeans,Velvet,"[98, 113, 225]",121.28,Sandals,Wool,"[121, 140, 241]",145.83,Formal,7,Sunny,3.0
Hoodie,Polyester,"[193, 242, 155]",217.43,Shorts,Fleece,"[41, 213, 159]",155.42,Espadrilles,Leather,"[19, 216, 149]",149.46,Sporty,-2,Snowy,1.0
Jacket,Velvet,"[30, 202, 11]",128.8,Joggers,Wool,"[36, 62, 118]",60.61,Heels,Mesh,"[64, 16, 130]",43.35,Sporty,13,Cloudy,5.0
Polo,Cotton,"[16, 226, 23]",140.07,Cargo Pants,Cotton,"[120, 34, 17]",57.78,Sandals,Wool,"[154, 165, 34]",146.78,Vintage,24,Rainy,3.0
Sweater,Linen,"[68, 241, 239]",189.04,Cargo Pants,Silk,"[183, 166, 34]",156.03,Espadrilles,Wool,"[11, 15, 98]",23.27,Preppy,19,Rainy,5.0
Hoodie,Wool,"[175, 35, 175]",92.82,Shorts,Wool,"[235, 253, 76]",227.44,Sneakers,Canvas,"[205, 135, 190]",162.2,Vintage,-3,Rainy,4.0
Hoodie,Leather,"[199, 18, 239]",97.31,Shorts,Velvet,"[233, 206, 198]",213.16,Moccasins,Wool,"[16, 227, 248]",166.3,Bohemian,12,Cloudy,5.0
Tank Top,Velvet,"[121, 40, 183]",80.52,Culottes,Nylon,"[65, 98, 26]",79.92,Moccasins,Wool,"[192, 33, 186]",97.98,Streetwear,0,Snowy,1.0
Tunic,Denim,"[132, 72, 38]",86.06,Leggings,Denim,"[47, 43, 226]",65.06,Boots,Velvet,"[245, 240, 246]",242.18,Elegant,5,Cloudy,5.0
Polo,Fleece,"[7, 30, 128]",34.3,Skirt,Nylon,"[24, 173, 12]",110.09,Sandals,Mesh,"[231, 57, 186]",123.73,Bohemian,13,Cloudy,5.0
Tank Top,Polyester,"[98, 18, 37]",44.09,Leggings,Polyester,"[139, 64, 50]",84.83,Sneakers,Mesh,"[41, 8, 157]",34.85,Sporty,6,Snowy,1.5
Cardigan,Nylon,"[229, 70, 156]",127.34,Jeans,Fleece,"[131, 50, 52]",74.45,Moccasins,Denim,"[98, 168, 142]",144.11,Bohemian,-3,Cloudy,5.0
T-shirt,Cotton,"[190, 56, 184]",110.66,Culottes,Denim,"[110, 139, 224]",140.02,Heels,Wool,"[227, 206, 250]",217.29,Streetwear,6,Windy,5.0
Blouse,Linen,"[99, 182, 234]",163.11,Skirt,Fleece,"[240, 54, 239]",130.7,Espadrilles,Rubber,"[213, 102, 61]",130.51,Minimalist,12,Windy,5.0
Tunic,Silk,"[83, 118, 54]",100.24,Chinos,Wool,"[233, 252, 21]",219.98,Flip-Flops,Wool,"[15, 74, 67]",55.56,Business Casual,30,Snowy,1.5
Jacket,Polyester,"[43, 138, 204]",117.12,Shorts,Leather,"[148, 12, 86]",61.1,Sneakers,Mesh,"[133, 243, 74]",190.84,Minimalist,29,Snowy,1.5
Cardigan,Wool,"[153, 91, 5]",99.73,Joggers,Silk,"[39, 49, 170]",59.8,Loafers,Rubber,"[172, 122, 106]",135.13,Business Casual,14,Sunny,5.0
Cardigan,Silk,"[218, 96, 33]",125.3,Cargo Pants,Fleece,"[121, 185, 54]",150.93,Boots,Denim,"[186, 84, 254]",133.88,Minimalist,13,Snowy,3.5
Sweater,Cotton,"[28, 126, 123]",96.36,Trousers,Linen,"[171, 192, 2]",164.06,Running Shoes,Synthetic,"[176, 184, 148]",177.5,Streetwear,0,Sunny,6.5
Jacket,Velvet,"[34, 70, 114]",64.25,Joggers,Polyester,"[81, 201, 62]",149.27,Loafers,Synthetic,"[52, 148, 182]",123.17,Sporty,6,Rainy,4.0
Hoodie,Fleece,"[228, 171, 251]",197.16,Jeans,Leather,"[87, 161, 29]",123.83,Running Shoes,Mesh,"[198, 207, 90]",190.97,Elegant,-4,Windy,4.5
Tunic,Leather,"[242, 251, 197]",242.15,Culottes,Denim,"[139, 37, 242]",90.87,Flip-Flops,Suede,"[119, 0, 32]",39.23,Elegant,35,Windy,3.0
Tunic,Velvet,"[178, 33, 169]",91.86,Skirt,Leather,"[14, 42, 201]",51.75,Oxfords,Leather,"[228, 158, 183]",181.78,Minimalist,32,Sunny,5.0
Sweater,Polyester,"[51, 158, 199]",130.68,Leggings,Cotton,"[233, 143, 211]",177.66,Oxfords,Denim,"[163, 203, 36]",172.0,Casual,0,Cloudy,6.5
Sweater,Fleece,"[164, 70, 216]",114.75,Cargo Pants,Fleece,"[23, 182, 67]",121.35,Moccasins,Velvet,"[151, 208, 98]",178.42,Bohemian,21,Windy,5.0
Tank Top,Cotton,"[194, 171, 21]",160.78,Jeans,Linen,"[103, 201, 117]",162.12,Loafers,Leather,"[2, 183, 235]",134.81,Formal,-4,Snowy,1.0
Jacket,Wool,"[244, 186, 3]",182.48,Joggers,Denim,"[127, 218, 209]",189.76,Loafers,Synthetic,"[101, 102, 63]",97.25,Streetwear,11,Sunny,3.5
Coat,Denim,"[202, 247, 117]",218.72,Culottes,Velvet,"[243, 187, 251]",211.04,Boots,Leather,"[204, 197, 200]",199.44,Formal,-4,Cloudy,7.5
Blouse,Denim,"[61, 5, 85]",30.86,Culottes,Leather,"[217, 80, 115]",124.95,Espadrilles,Wool,"[16, 36, 136]",41.42,Business Casual,20,Sunny,5.0
Blouse,Leather,"[207, 246, 119]",219.86,Culottes,Silk,"[132, 159, 254]",161.76,Moccasins,Mesh,"[48, 102, 78]",83.12,Casual,6,Windy,5.0
Cardigan,Polyester,"[7, 224, 207]",157.18,Trousers,Linen,"[110, 121, 117]",117.25,Loafers,Knit,"[160, 227, 186]",202.29,Formal,0,Rainy,5.0
Jacket,Polyester,"[202, 28, 221]",102.03,Joggers,Linen,"[28, 80, 227]",81.21,Espadrilles,Rubber,"[159, 72, 75]",98.35,Minimalist,22,Sunny,5.0
Hoodie,Silk,"[13, 181, 167]",129.17,Jeans,Leather,"[163, 80, 70]",103.68,Oxfords,Denim,"[81, 85, 111]",86.77,Business Casual,2,Snowy,3.0
Coat,Denim,"[153, 166, 177]",163.37,Sweatpants,Silk,"[159, 244, 64]",198.06,Running Shoes,Canvas,"[40, 129, 63]",94.86,Minimalist,10,Rainy,6.0
Coat,Leather,"[128, 17, 215]",72.76,Chinos,Nylon,"[240, 194, 145]",202.17,Sandals,Suede,"[152, 114, 194]",134.48,Preppy,29,Windy,2.5
